name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,dissolution_date,date_of_organization_meeting,reason_for_administrative,mailing_address
AB STUDIO LLC,LLC,Active,,1364155,2022-03-31,439 LAFAYETTE ST FL 4,NEW YORK,United States,10003,NY,accounting@annabeeber.com,Foreign,2020-10-27,NY,NY,False,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:12:37.5700000,2020-10-26,AB STUDIO LLC,United States,"439 LAFAYETTE ST FL 4, NEW YORK, NY, 10003, United States",439 LAFAYETTE ST FL 4,NEW YORK,NY,10003,United States,"439 LAFAYETTE ST FL 4, NEW YORK, NY, 10003, United States",439 LAFAYETTE ST FL 4,NEW YORK,NY,10003,United States,,,,,,,
D SILVA HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1364156,2021-03-31,38 HAZEL ST APT 2,HARTFORD,United States,06106,CT,DAVIMANOELSILVA@ICLOUD.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
CREATED BY LANEY CO. LLC,LLC,Active,Annual report past due,1364157,2021-03-31,21 PLEASANT STREET,TRUMBULL,United States,06611,CT,LEGAL@CREATEDBYLANEY.COM,Domestic,2020-10-27,CT,Connecticut,True,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
JAMESTOWN PROPERTY SOLUTIONS LLC,LLC,Active,,1364158,2022-03-31,15 JAMESTOWN CIRCLE,WALLINGFORD,United States,06492,CT,Jamestownpropertysolutions@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
W FAMILY LLC,LLC,Active,Annual report past due,1364159,2021-03-31,252 WOODBURY ROAD,WASHINGTON,United States,06793,CT,PLAHARRIS1212@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
"BEAR MAKERLABS, LLC",LLC,Active,,1364160,2022-03-31,157 PORTER RD,ELLINGTON,United States,06029,CT,j.quinn@bearmakerlabs.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,All Other Plastics Product Manufacturing (326199),326199.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
MUSA PROPERTY GROUP LLC,LLC,Active,Annual report past due,1364161,2021-03-31,54 BAKER ST,WEST HAVEN,United States,06516,CT,INFO@MUSAPROPERTYGROUP.COM,Domestic,2020-10-27,CT,Connecticut,True,False,True,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
GREEN SUMMER IRRIGATION LLC,LLC,Active,,1364162,2022-03-31,38 CENTER AVENUE,NORWALK,United States,06851,CT,GREENSUMMERIRRIGATION@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
ZITO.US LLC,LLC,Dissolved,,1364163,2022-03-31,"33 MECHANIC STREET, UNIT 202",WINDSOR,United States,06095,CT,john@zito.us,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,2021-10-01T00:00:00.000,,,
SP HOMEPRO IMPROVEMENTS & SERVICES LLC,LLC,Active,,1364164,2022-03-31,23 WEYMOUTH ROAD,ENFIELD,United States,06082,CT,stevepresz@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
FRASURE&SONS SCRAP TIRE RECYCLING LLC,LLC,Active,Annual report past due,1364165,2021-03-31,88C WINDHAM RD,HAMPTON,United States,06247,CT,FRASUREANDSONSSCRAPTIRES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Recyclable Material Merchant Wholesalers (423930),423930.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
GLOBAL IDEAS CONSULTING LLC,LLC,Active,Annual report past due,1364166,2021-03-31,28 NOB HILL LN,STAMFORD,United States,06903,CT,GICLLC25@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
N & N CONSTRUCTION LLC,LLC,Active,Annual report past due,1364167,2021-03-31,98 HAVEN ST,NEW HAVEN,United States,06513,CT,GREGORN21@AOL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
"14-22 MAPLE AVENUE, LLC",LLC,Active,Annual report past due,1364168,2021-03-31,20 MAPLE AVENUE,WINDSOR,United States,06095,CT,MPDENEEN@OMALLEYDENEEN.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
M & L #1 HOME SERVICES LLC,LLC,Active,Annual report past due,1364170,2021-03-31,591 RIDGE ROAD,WETHERSFIELD,United States,06109,CT,ML1HOMESERVICES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
A & J GREEN LANDSCAPE LLC,LLC,Active,Annual report past due,1364171,2021-03-31,736 MERRITT ST,BRIDGEPORT,United States,06606,CT,AJGREENLANDSCAPE@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
DAVID CUSTOMER SERVICES LLC,LLC,Active,,1364172,2022-03-31,113 DUDLEY ROAD,WETHERSFIELD,United States,06109,CT,gresjana.kuraj@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
ELEMENTO PRO LLC,LLC,Active,,1364173,2022-03-31,203 THOMPSON ST UNIT C,EAST HAVEN,United States,06513,CT,elementopro@usa.com,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,
JWB MASTER EUROPE LLC,LLC,Active,Annual report past due,1364174,2021-03-31,716 SOUTH MAIN STREET,CHESHIRE,United States,06410,CT,JEUCALITTO@WAYBACKBURGERS.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
"DEBORAH DYETT DESIR, LLC",LLC,Active,,1364175,2022-03-31,11 ZAK HILL DRIVE,WOODBRIDGE,United States,06525,CT,DDDESIR@YAHOO.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
MODEST RERUN LLC,LLC,Active,,1364176,2022-03-31,72 MULBERRY STREET,NAUGATUCK,United States,06770,CT,modestrerun@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Family Clothing Stores (448140),448140.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
CARDOSO CAPITAL GROUP LLC,LLC,Active,Annual report past due,1364177,2021-03-31,235 OLD TAVERN ROAD,ORANGE,United States,06477,CT,RRCLIENT@HOTMAIL.COM,Domestic,2020-10-27,CT,Connecticut,True,False,True,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
V&C AUTO PARTS LLC,LLC,Active,,1364179,2022-03-31,214 FAIRVIEW AVE.,BRIDGEPORT,United States,06606,CT,ej6k24@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,Automotive Parts and Accessories Stores (441310),441310.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
"LIGHTNING LOGAN CARRIERS, LLC",LLC,Active,Annual report past due,1364180,2021-03-31,20 FAIRFIELD AVENUE,HARTFORD,United States,06114,CT,EOPRECHT0426@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
87 SHERWOOD PLACE LLC,LLC,Active,,1364181,2022-03-31,89 SHERWOOD PL,GREENWICH,United States,06830,CT,mcgnat@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
STEPHEN SHAPIRO ENTERPRISES LLC,LLC,Active,Annual report past due,1364182,2021-03-31,20 VIRGINIA DRIVE,EASTON,United States,06612,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
"DELGREGO HEATING & AIR CONDITIONING, LLC",LLC,Active,Annual report past due,1364183,2021-03-31,84 GREENES RIDGE ROAD,HAMDEN,United States,06514,CT,ADELGREGO@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
"RESIDENT ADVOCATE, LLC",LLC,Active,,1364184,2022-03-31,4620 WOODLAND CORPORATE BOULEVARD,TAMPA,United States,33614,FL,rstoltenborg@hunterwarfield.com,Foreign,2020-10-27,MD,MD,False,False,False,False,False,All Other Personal Services (812990),561440.0,2021-11-10 00:12:38.9933333,2020-10-27,"RESIDENT ADVOCATE, LLC",United States,,,,,,,,,,,,,,,,,,,
JAT ENTERPRISE LLC.,LLC,Active,Annual report past due,1364185,2021-03-31,56 CARROLL ST,NAUGATUCK,United States,06770,CT,TRIBANASJOSE@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
BLIND DATES LLC,LLC,Active,,1364186,2022-03-31,3 CEDAR HILL,GREENWICH,United States,06830,CT,monica.ferguson@gmail.com,Domestic,2020-10-27,CT,Connecticut,True,False,False,False,False,Confectionery Merchant Wholesalers (424450),424450.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
LADY BUG ENTERTAINMENT LLC,LLC,Active,Annual report past due,1364187,2021-03-31,93 WESTBROOK STREET,HARTFORD,United States,06106,CT,PATRICIASPENCER29@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
FINE WORLD MEDIA PRODUCTIONS LLC,LLC,Active,Annual report past due,1364188,2021-03-31,175 OCEAN VIEW AVE.,MYSTIC,United States,06355,CT,RYANTHIBEAULT3@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Commercial Photography (541922),541922.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
"JAXX, LLC",LLC,Active,Annual report past due,1364189,2021-03-31,132 Pine Hill Ave,STAMFORD,United States,06906,CT,JACKIEPAASMAN@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,A,,,,
ZAMBRANO CONSTRUCTION CORP,Stock,Active,,1364190,2022-10-29,51 Prescott St,Meriden,United States,06450-3315,CT,ZETHA84@HOTMAIL.ES,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,1.0,,1st Fl,,,,
ICREATE COLLECTIVE LLC,LLC,Active,,1364191,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
10 SLEEPY HOLLOW ROAD LLC,LLC,Active,Annual report past due,1364192,2021-03-31,125 HILLANDALE ROAD NO,WESTPORT,United States,06880,CT,NLEWIS2309@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
96 PAPURAH ROAD LLC,LLC,Active,,1364193,2022-03-31,175 PAPURAH ROAD,FAIRFIELD,United States,06824,CT,rgallant@accurateaccountsct.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),236117.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
ASJLQ LLC,LLC,Dissolved,,1364194,2022-03-31,371 FAIRFIELD WOOD RD,FAIRFIELD,United States,06825,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,2021-06-30T00:00:00.000,,,
THE SUGAR SHACK LLC,LLC,Active,Annual report past due,1364195,2021-03-31,804 STONINGTON RD,STONINGTON,United States,06378,CT,ADI@THESUGARSHACKCT.COM,Domestic,2020-10-27,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
ASJGC LLC,LLC,Dissolved,,1364196,2022-03-31,371 FAIRFIELD WOOD RD,FAIRFIELD,United States,06825,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Commercial Banking (522110),522110.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,2021-06-30T00:00:00.000,,,
7 IVY BROOK RD SHELTON LLC,LLC,Active,Annual report past due,1364197,2021-03-31,20 VIRGINIA DRIVE,EASTON,United States,06612,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
"PRIOLO PROPERTY GROUP, LLC",LLC,Active,,1364198,2022-03-31,16 WILLOUGHBY ST.,BRISTOL,United States,06010,CT,antonio@priolopropertygroup.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE BRILLIANCE LLC,LLC,Active,Annual report past due,1364199,2021-03-31,950 ASYLUM AVE. APT 321,HARTFORD,United States,06105,CT,CONTACT@YOUTUBEBRILLIANCE.COM,Domestic,2020-10-27,CT,Connecticut,True,False,True,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
1 NORTHSIDE LANE WESTPORT LLC,LLC,Active,Annual report past due,1364200,2021-03-31,20 VIRGINIA DRIVE,EASTON,United States,06612,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
VERADERMICS INC.,Stock,Active,,1364201,2022-10-27,85 MEMORIAL RD UNIT #415,WEST HARTFORD,United States,06107,CT,INFO@VERADERMICS.COM,Foreign,2020-10-27,TX,TX,False,False,False,False,False,Medicinal and Botanical Manufacturing (325411),325411.0,2021-11-10 00:12:39.6666667,2020-10-27,VERADERMICS INC.,United States,,,,,,,,,,,,,,,,,,,
"AEC SOLUTIONS, LLC",LLC,Dissolved,,1364202,2022-03-31,328 WELLSVILLE AVE,NEW MILFORD,United States,06776,CT,aecsolutionsct@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,All Other Business Support Services (561499),561499.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,2021-11-01T00:00:00.000,,,
JAD AUTOMOTIVE LLC,LLC,Active,Annual report past due,1364203,2021-03-31,520 BOSTON AVENUE,BRIDGEPORT,United States,06610,CT,INFINITESOURCELLC4@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
HR EVOLUTION CONSULTING LLC,LLC,Active,,1364204,2022-03-31,45 MAYFLOWER AVENUE 1,STAMFORD,United States,06906,CT,YENISEPERALTA@YAHOO.COM,Domestic,2020-10-27,CT,Connecticut,True,False,True,False,False,Human Resources Consulting Services (541612),541612.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
VISIONARHER PRODUCTIONS LLC,LLC,Active,,1364205,2022-03-31,1057 WILLIAM STREET,BRIDGEPORT,United States,06608,CT,visionarher@gmail.com,Domestic,2020-10-27,CT,Connecticut,True,False,True,False,False,Media Representatives (541840),541840.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
P & J BETTER VALUE LLC,LLC,Active,Annual report past due,1364206,2021-03-31,54 LEXINGTON ST,HAMDEN,United States,06514-4024,CT,FUDDYJOHNSON1234@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
LG EXECUTIVE GROUP LLC,LLC,Active,Annual report past due,1364207,2021-03-31,680 EAST MAIN ST SUITE 1246,STAMFORD,United States,06902,CT,HLIMON@LGEXECUTIVE.COM,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
REDWOOD PAINTING LLC,LLC,Active,,1364208,2022-03-31,81 GEORGIA ROAD,OAKDALE,United States,06370,CT,redwoodpaintingct@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
MONIKA MITTAL DESIGN LLC,LLC,Active,,1364209,2022-03-31,489 HOYT ST,DARIEN,United States,06820,CT,monika.mittal@gmail.com,Domestic,2020-10-27,CT,Connecticut,True,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
DRD ATMS LLC,LLC,Active,Annual report past due,1364210,2021-03-31,185 LINCOLN ST,NEW BRITAIN,United States,06052,CT,DRDATMSLLC@OUTLOOK.COM,Domestic,2020-10-27,CT,Connecticut,False,False,True,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
"JACA AVERY PLACE, LLC",LLC,Active,,1364211,2022-03-31,97 LAFAYETTE AVE,SUFFERN,United States,10901,NY,ari@jacacorp.com,Domestic,2020-10-27,NY,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,ari@jacacorp.com,,,,,
"OVERLOOK MANAGER III, LLC",LLC,Active,,1364212,2022-03-31,"JHM FINANCIAL GROUP, LLC 1266 EAST MAIN ST., STE 601",STAMFORD,United States,06902,CT,debbie@groupjhm.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
"WOODFORD'S GENERAL STORE, LLC",LLC,Active,Annual report past due,1364213,2021-03-31,3 OLD BARN ROAD,KENT,,06757,CT,,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
"WEG & MYERS, PLLC",LLC,Active,,1364214,2022-03-31,7 LISMORE LANE,GREENWICH,United States,06831,CT,mspecht@pragermetis.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
"SWK TECHNOLOGIES, INC.",Stock,Active,,1364215,2022-10-27,"120 EAGLE ROCK AVE, SUITE 330",EAST HANOVER,United States,07936,NJ,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-10-27,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),,2021-11-10 00:12:40.3366667,2020-10-01,"SWK TECHNOLOGIES, INC.",,,,,,,,,,,,,,,,,,,,
"58 EAST INDUSTRIAL ROAD, LLC",LLC,Active,,1364219,2022-03-31,89 LEETES ISLAND ROAD,BRANFORD,United States,06405,CT,rth7@iconn.net,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
ENDOLOGIX LLC,LLC,Active,,1364220,2022-03-31,2 MUSICK,IRVINE,United States,92618,CA,SGALINIENE@ENDOLOGIX.COM,Foreign,2020-10-27,DE,DE,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",,2021-11-10 00:12:40.3366667,2020-10-27,ENDOLOGIX LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,sgaliniene@endologix.com,,,,,
SRT GLOBAL LLC,LLC,Active,,1364221,2022-03-31,8 BURNHAM ST,TERRYVILLE,,06786,CT,RIAZUDDIN0410@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Tobacco and Tobacco Product Merchant Wholesalers (424940),424940.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
ACIERNET USA INC.,Stock,Active,,1364222,2022-10-27,1251 Avenue of the Americas,NEW YORK,United States,10020,NY,ESTELLE.CHORRO@PRAMEX.COM,Foreign,2020-10-27,DE,DE,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),,2021-11-10 00:12:40.3366667,2020-10-01,ACIERNET USA INC.,,,,,,,,,,,,,,,,FL 3,,,,
SUPERIOR TRANSPORT GROUP LLC,LLC,Active,,1364228,2022-03-31,420 BURNT PLAINS ROAD,MILFORD,United States,06461,CT,james0mixie@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
"693 DEN ROAD, LLC",LLC,Active,,1364229,2022-03-31,C/O PUCCI 242 DOGWOOD LANE,STAMFORD,United States,06903,CT,becky693@yahoo.com,Domestic,2020-10-27,CT,Connecticut,False,True,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
ATLANTIC ROOFING & SIDING LLC,LLC,Active,Annual report past due,1364230,2021-03-31,6 LINCOLN ST.,EAST HARTFORD,,06108,CT,,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
"STARWOOD COLLABORATIVE MANAGED ACCOUNT (CMA), LIMITED PARTNERSHIP",Limited Partnership,Active,,1364231,2022-10-27,"1601 Washington Avenue, Suite 800",Miami Beach,United States,33139,FL,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-10-27,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:41.0566667,2020-10-27,"STARWOOD COLLABORATIVE MANAGED ACCOUNT (CMA), L.P.",,,,,,,,,,,,,,,,,,,,
"STARWOOD DISTRESSED OPPORTUNITY FUND XII-C, LIMITED PARTNERSHIP",Limited Partnership,Active,Annual report past due,1364232,2021-10-27,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2020-10-27,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:41.0566667,2020-10-27,"STARWOOD DISTRESSED OPPORTUNITY FUND XII-C, L.P.",,,,,,,,,,,,,,,,,,,,
"IGLESIA BAUTISTA NUEVO COMIENZO, INC",Non-Stock,Active,First report past due,1364233,2021-01-25,No information provided,,,,,,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
BB. GRAY THE BODY BUTTER CONGLOMERATE BAR LLC,LLC,Active,,1364237,2022-03-31,44 HAWKINS STREET APT.1,DERBY,United States,06418,CT,compliance@zenbusiness.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
SLYNE LAW LLC,LLC,Active,,1364240,2022-03-31,133 NORTH STREET,GREENWICH,United States,06830,CT,patrick@slgrpllc.com,Foreign,2020-10-27,WY,WY,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:12:41.0566667,2020-10-28,SLGROUP LLC,United States,"30 N GOULD STREET STE R, SHERIDAN, WY, 82801, United States",30 N GOULD STREET STE R,SHERIDAN,WY,82801,United States,"30 N GOULD STREET STE R, SHERIDAN, WY, 82801, United States",30 N GOULD STREET STE R,SHERIDAN,WY,82801,United States,,,,,,,
